unique_key,created_date,status,complaint_type,descriptor,borough,street_name,latitude,longitude,closed_date,location_type,traffic_volume,aadt,nearby_crashes,pavement_crash_nearby,age_days,borough_code,is_highway,descriptor_severity,month_opened,risk_score,urgency_tier,urgency_label,fix_days_estimate,prob_low,prob_medium,prob_high,prob_critical
68515097,2026-03-31 17:22:44,Closed,Street Condition,Pothole,MANHATTAN,nan,40.729579201247894,-73.9932601572899,2026-03-31 17:22:44,nan,16591.571428571428,6876.0,16,1,25.147615824942132,0,0,0.7,3,45.8,1,Medium,14,0.0,0.998,0.002,0.0
68534819,2026-04-01 08:36:28,Closed,Street Condition,Pothole,MANHATTAN,nan,40.75205890698893,-74.00098172154796,2026-04-01 08:36:28,nan,16591.571428571428,6876.0,22,1,24.513078787905094,0,0,0.7,4,45.7,1,Medium,14,0.0,0.999,0.001,0.0
68521418,2026-03-31 12:54:16,Closed,Street Condition,Pothole,MANHATTAN,nan,40.84851825453153,-73.93592929163144,2026-03-31 12:54:16,nan,16591.571428571428,6876.0,34,1,25.334051010127318,0,0,0.7,3,45.7,1,Medium,14,0.0,0.989,0.011,0.0
68529039,2026-04-01 09:54:37,Closed,Street Condition,Pothole,MANHATTAN,nan,40.731835474021494,-74.00510556763821,2026-04-01 09:54:37,nan,16591.571428571428,6876.0,20,0,24.45880795457176,0,0,0.7,4,45.5,1,Medium,14,0.0,1.0,0.0,0.0
68671226,2026-04-14 21:50:40,Closed,Street Condition,Pothole,MANHATTAN,nan,40.75899755593863,-73.99593192853008,2026-04-14 21:50:40,nan,16591.571428571428,6876.0,39,1,10.961551010127314,0,0,0.7,4,45.5,1,Medium,14,0.0,0.998,0.002,0.0
68537621,2026-04-02 13:09:19,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.54242953910562,-74.14590406552244,2026-04-02 13:09:19,nan,23788.714285714286,2762.0,15,1,23.323599621238426,4,0,0.7,4,45.4,1,Medium,14,0.0,1.0,0.0,0.0
68544496,2026-04-02 13:09:19,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.54242953910562,-74.14590406552244,2026-04-03 08:30:00,nan,23788.714285714286,2762.0,15,1,23.323599621238426,4,0,0.7,4,45.4,1,Medium,14,0.0,1.0,0.0,0.0
68514059,2026-03-31 15:35:27,Open,Street Condition,Pothole,MANHATTAN,nan,40.73786581060514,-74.00018403357991,,nan,16591.571428571428,6876.0,19,0,25.222118139756947,0,0,0.7,3,45.3,1,Medium,14,0.0,1.0,0.0,0.0
68526653,2026-04-01 16:35:22,Pending,Street Condition,Pothole,MANHATTAN,nan,40.71983813771646,-74.00518762166442,,nan,16591.571428571428,6876.0,29,1,24.18050934346065,0,0,0.7,4,45.3,1,Medium,14,0.0,1.0,0.0,0.0
68529036,2026-04-01 16:14:26,Closed,Street Condition,Pothole,MANHATTAN,nan,40.768023997074046,-73.97028136310426,2026-04-01 16:14:26,nan,16591.571428571428,6876.0,10,0,24.195046380497686,0,0,0.7,4,45.2,1,Medium,14,0.0,0.999,0.001,0.0
68576544,2026-04-06 13:03:24,Pending,Street Condition,Pothole,MANHATTAN,nan,40.7558709018793,-73.9728206381604,,nan,16591.571428571428,6876.0,32,0,19.327708417534723,0,0,0.7,4,45.2,1,Medium,14,0.0,0.999,0.001,0.0
68536268,2026-04-01 14:09:06,Closed,Street Condition,Pothole,MANHATTAN,nan,40.772420193583955,-73.97872406623014,2026-04-01 14:09:06,nan,16591.571428571428,6876.0,18,0,24.282083417534725,0,0,0.7,4,45.2,1,Medium,14,0.0,0.998,0.002,0.0
68530468,2026-04-01 14:09:05,Closed,Street Condition,Pothole,MANHATTAN,nan,40.772420193583955,-73.97872406623014,2026-04-01 14:09:05,nan,16591.571428571428,6876.0,18,0,24.282094991608798,0,0,0.7,4,45.2,1,Medium,14,0.0,0.998,0.002,0.0
68595852,2026-04-07 19:16:22,Closed,Street Condition,Pothole,MANHATTAN,nan,40.768023997074046,-73.97028136310426,2026-04-07 19:16:22,nan,16591.571428571428,6876.0,10,0,18.068703787905093,0,0,0.7,4,45.2,1,Medium,14,0.0,1.0,0.0,0.0
68538130,2026-04-02 15:39:49,Open,Street Condition,Pothole,STATEN ISLAND,nan,40.56109157965003,-74.16982751543821,,nan,23788.714285714286,2762.0,20,1,23.219085732349537,4,0,0.7,4,45.2,1,Medium,14,0.0,1.0,0.0,0.0
68580285,2026-04-06 09:01:24,Closed,Street Condition,Pothole,MANHATTAN,nan,40.768023997074046,-73.97028136310426,2026-04-06 09:01:24,nan,16591.571428571428,6876.0,10,0,19.495763973090277,0,0,0.7,4,45.1,1,Medium,14,0.0,1.0,0.0,0.0
68547961,2026-04-03 22:11:35,Closed,Street Condition,Pothole,MANHATTAN,nan,40.743470365882054,-74.0072320454733,2026-04-03 22:11:35,nan,16591.571428571428,6876.0,24,0,21.94702554716435,0,0,0.7,4,45.1,1,Medium,14,0.0,1.0,0.0,0.0
68577463,2026-04-05 19:08:52,Closed,Street Condition,Pothole,MANHATTAN,WEST  155 STREET,40.83280716929697,-73.94592532679485,2026-04-05 19:08:52,nan,16591.571428571428,6876.0,17,1,20.073912121238425,0,0,0.7,4,45.0,1,Medium,14,0.0,1.0,0.0,0.0
68597199,2026-04-08 14:47:07,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.56109157965003,-74.16982751543821,2026-04-08 14:47:07,nan,23788.714285714286,2762.0,20,1,17.25568295457176,4,0,0.7,4,45.0,1,Medium,14,0.0,1.0,0.0,0.0
68532343,2026-04-01 11:49:11,Closed,Street Condition,Pothole,MANHATTAN,nan,40.731351188882584,-73.98255460051172,2026-04-04 02:00:00,nan,16591.571428571428,6876.0,13,0,24.379247769386577,0,0,0.7,4,45.0,1,Medium,14,0.0,1.0,0.0,0.0
68523550,2026-03-31 16:43:29,Closed,Street Condition,Pothole,MANHATTAN,HIGH LINE,40.74840275715597,-74.00588278787674,2026-04-04 01:40:00,nan,16591.571428571428,6876.0,19,0,25.174872769386578,0,0,0.7,3,45.0,1,Medium,14,0.0,1.0,0.0,0.0
68621519,2026-04-10 09:56:21,Open,Street Condition,Pothole,MANHATTAN,nan,40.72876864308615,-73.98443144128736,,nan,16591.571428571428,6876.0,15,0,15.457604250868055,0,0,0.7,4,45.0,1,Medium,14,0.0,1.0,0.0,0.0
68538161,2026-04-02 13:16:37,Open,Street Condition,Pothole,MANHATTAN,nan,40.79156987284118,-73.94467676956667,,nan,16591.571428571428,6876.0,32,1,23.31853017679398,0,0,0.7,4,44.9,1,Medium,14,0.0,0.989,0.011,0.0
68555819,2026-04-03 08:48:26,Closed,Street Condition,Pothole,MANHATTAN,nan,40.74959134960163,-74.00278625353856,2026-04-03 08:48:26,nan,16591.571428571428,6876.0,13,0,22.504768602719906,0,0,0.7,4,44.8,1,Medium,14,0.0,1.0,0.0,0.0
68614433,2026-04-04 08:16:52,Closed,Street Condition,Pothole,MANHATTAN,nan,40.76671457146749,-73.98287746335355,2026-04-04 08:16:52,nan,16591.571428571428,6876.0,36,0,21.526689899016205,0,0,0.7,4,44.8,1,Medium,14,0.0,1.0,0.0,0.0
68525124,2026-03-31 22:16:07,Open,Street Condition,Pothole,MANHATTAN,nan,40.740879120068314,-73.99006895453684,,nan,16591.571428571428,6876.0,21,0,24.943877399016205,0,0,0.7,3,44.8,1,Medium,14,0.0,1.0,0.0,0.0
68532345,2026-04-01 09:07:09,Open,Street Condition,Pothole,MANHATTAN,nan,40.73032038707009,-74.00468691277086,,nan,16591.571428571428,6876.0,22,0,24.491770917534726,0,0,0.7,4,44.8,1,Medium,14,0.0,1.0,0.0,0.0
68577460,2026-04-06 11:16:19,Closed,Street Condition,Pothole,MANHATTAN,nan,40.743470365882054,-74.0072320454733,2026-04-06 11:16:19,nan,16591.571428571428,6876.0,24,0,19.402071843460647,0,0,0.7,4,44.8,1,Medium,14,0.0,1.0,0.0,0.0
68582305,2026-04-06 14:19:41,Open,Street Condition,Pothole,MANHATTAN,nan,40.75095971658909,-73.98272270758387,,nan,16591.571428571428,6876.0,39,0,19.274733880497685,0,0,0.7,4,44.8,1,Medium,14,0.0,1.0,0.0,0.0
68526182,2026-04-01 09:41:44,Closed,Street Condition,Pothole,MANHATTAN,nan,40.74087343181759,-73.98798314731042,2026-04-01 09:41:44,nan,16591.571428571428,6876.0,27,0,24.46775471383102,0,0,0.7,4,44.7,1,Medium,14,0.0,1.0,0.0,0.0
68541973,2026-04-02 22:35:58,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.63760127990224,-74.13365268891644,2026-04-18 22:55:00,nan,23788.714285714286,2762.0,13,0,22.930092676793983,4,0,0.7,4,44.7,1,Medium,14,0.0,1.0,0.0,0.0
68580281,2026-04-06 18:33:17,Closed,Street Condition,Pothole,MANHATTAN,nan,40.80302479548549,-73.93630900064602,2026-04-06 18:33:17,nan,16591.571428571428,6876.0,37,1,19.098622769386573,0,0,0.7,4,44.7,1,Medium,14,0.0,1.0,0.0,0.0
68543973,2026-04-02 12:05:58,Closed,Street Condition,Pothole,MANHATTAN,nan,40.822836414306245,-73.94191565088148,2026-04-02 12:05:58,nan,16591.571428571428,6876.0,31,1,23.367592676793983,0,0,0.7,4,44.7,1,Medium,14,0.0,0.99,0.01,0.0
68542765,2026-04-02 12:32:55,Closed,Street Condition,Pothole,MANHATTAN,nan,40.75272309509201,-73.99678771731794,2026-04-02 12:32:55,nan,16591.571428571428,6876.0,33,0,23.348877399016203,0,0,0.7,4,44.7,1,Medium,14,0.0,0.999,0.001,0.0
68652957,2026-04-13 19:47:01,Open,Street Condition,Pothole,MANHATTAN,nan,40.75899755593863,-73.99593192853008,,nan,16591.571428571428,6876.0,39,1,12.04741906568287,0,0,0.7,4,44.7,1,Medium,14,0.0,0.997,0.002,0.0
68578843,2026-04-06 12:46:05,Closed,Street Condition,Pothole,MANHATTAN,nan,40.768023997074046,-73.97028136310426,2026-04-06 12:46:05,nan,16591.571428571428,6876.0,10,0,19.339733880497686,0,0,0.7,4,44.7,1,Medium,14,0.0,1.0,0.0,0.0
68613107,2026-04-09 11:29:37,Closed,Street Condition,Pothole,MANHATTAN,nan,40.768023997074046,-73.97028136310426,2026-04-09 11:29:37,nan,16591.571428571428,6876.0,10,0,16.392835732349536,0,0,0.7,4,44.7,1,Medium,14,0.0,1.0,0.0,0.0
68524584,2026-03-31 14:18:43,Closed,Street Condition,Pothole,MANHATTAN,nan,40.768023997074046,-73.97028136310426,2026-03-31 14:18:43,nan,16591.571428571428,6876.0,10,0,25.275405176793985,0,0,0.7,3,44.6,1,Medium,14,0.0,0.998,0.002,0.0
68521411,2026-03-31 19:10:52,Closed,Street Condition,Pothole,MANHATTAN,nan,40.772420193583955,-73.97872406623014,2026-03-31 19:10:52,nan,16591.571428571428,6876.0,18,0,25.07252323234954,0,0,0.7,3,44.6,1,Medium,14,0.0,0.998,0.002,0.0
68530470,2026-04-01 07:46:53,Closed,Street Condition,Pothole,MANHATTAN,nan,40.73529333298005,-73.98781816899559,2026-04-01 07:46:53,nan,16591.571428571428,6876.0,17,0,24.547511658275464,0,0,0.7,4,44.6,1,Medium,14,0.0,1.0,0.0,0.0
68531857,2026-04-01 21:35:24,Closed,Street Condition,Pothole,MANHATTAN,nan,40.75205890698893,-74.00098172154796,2026-04-01 21:35:24,nan,16591.571428571428,6876.0,22,1,23.972152861979165,0,0,0.7,4,44.6,1,Medium,14,0.0,1.0,0.0,0.0
68529035,2026-04-01 20:08:33,Closed,Street Condition,Pothole,MANHATTAN,nan,40.75205890698893,-74.00098172154796,2026-04-01 20:08:33,nan,16591.571428571428,6876.0,22,1,24.032465361979167,0,0,0.7,4,44.6,1,Medium,14,0.0,1.0,0.0,0.0
68533328,2026-04-01 12:58:31,Closed,Street Condition,Pothole,MANHATTAN,nan,40.75205890698893,-74.00098172154796,2026-04-01 12:58:31,nan,16591.571428571428,6876.0,22,1,24.33109962123843,0,0,0.7,4,44.6,1,Medium,14,0.0,0.999,0.001,0.0
68595854,2026-04-07 12:28:03,Closed,Street Condition,Pothole,MANHATTAN,nan,40.82642774203356,-73.95045075558801,2026-04-07 12:28:03,nan,16591.571428571428,6876.0,27,0,18.352257028645834,0,0,0.7,4,44.6,1,Medium,14,0.0,1.0,0.0,0.0
68593629,2026-04-07 12:27:00,Open,Street Condition,Pothole,MANHATTAN,nan,40.82642774203356,-73.95045075558801,,nan,16591.571428571428,6876.0,27,0,18.3529861953125,0,0,0.7,4,44.6,1,Medium,14,0.0,1.0,0.0,0.0
68583202,2026-04-06 17:42:51,Closed,Street Condition,Pothole,MANHATTAN,nan,40.772420193583955,-73.97872406623014,2026-04-06 17:42:51,nan,16591.571428571428,6876.0,18,0,19.13364591753472,0,0,0.7,4,44.5,1,Medium,14,0.0,1.0,0.0,0.0
68604419,2026-04-08 15:26:14,Open,Street Condition,Pothole,MANHATTAN,WEST   34 STREET,40.75239361011562,-73.99392556739669,,nan,16591.571428571428,6876.0,30,0,17.22851860271991,0,0,0.7,4,44.5,1,Medium,14,0.0,1.0,0.0,0.0
68599162,2026-04-08 15:25:59,Open,Street Condition,Pothole,MANHATTAN,WEST   34 STREET,40.752396357515934,-73.9939760971878,,nan,16591.571428571428,6876.0,30,0,17.228692213831017,0,0,0.7,4,44.5,1,Medium,14,0.0,1.0,0.0,0.0
68583749,2026-04-05 16:49:35,Open,Street Condition,Pothole,MANHATTAN,nan,40.71345391056393,-73.99730904374887,,nan,16591.571428571428,6876.0,20,1,20.170636658275463,0,0,0.7,4,44.5,1,Medium,14,0.0,1.0,0.0,0.0
68526178,2026-04-01 19:24:55,Closed,Street Condition,Pothole,MANHATTAN,nan,40.813389933961254,-73.95625868043503,2026-04-01 19:24:55,nan,16591.571428571428,6876.0,30,0,24.06276628790509,0,0,0.7,4,44.5,1,Medium,14,0.0,0.999,0.001,0.0
68544499,2026-04-02 11:07:55,Open,Street Condition,Pothole,STATEN ISLAND,nan,40.542673015701205,-74.16476514032898,,nan,23788.714285714286,2762.0,10,1,23.40790517679398,4,0,0.7,4,44.5,1,Medium,14,0.0,1.0,0.0,0.0
68576545,2026-04-06 06:55:39,Open,Street Condition,Pothole,MANHATTAN,nan,40.772877596081386,-73.99341102231814,,nan,16591.571428571428,6876.0,11,0,19.583090361979167,0,0,0.7,4,44.4,1,Medium,14,0.0,1.0,0.0,0.0
68601800,2026-04-08 08:42:21,Open,Street Condition,Pothole,MANHATTAN,nan,40.78152514006051,-73.96041405700397,,nan,16591.571428571428,6876.0,10,1,17.508993139756946,0,0,0.7,4,44.4,1,Medium,14,0.0,1.0,0.0,0.0
68536266,2026-04-01 17:55:08,Closed,Street Condition,Pothole,MANHATTAN,nan,40.77879404063979,-73.98205472388632,2026-04-01 17:55:08,nan,16591.571428571428,6876.0,24,0,24.125115824942128,0,0,0.7,4,44.4,1,Medium,14,0.0,0.999,0.0,0.0
68590268,2026-04-07 12:57:35,Closed,Street Condition,Pothole,MANHATTAN,nan,40.703099960609336,-74.01299825749884,2026-04-07 12:57:35,nan,16591.571428571428,6876.0,14,1,18.331747769386574,0,0,0.7,4,44.4,1,Medium,14,0.0,1.0,0.0,0.0
68580854,2026-04-06 14:53:36,Open,Street Condition,Pothole,MANHATTAN,nan,40.73043027259946,-74.0001226753633,,nan,16591.571428571428,6876.0,23,0,19.251180639756946,0,0,0.7,4,44.4,1,Medium,14,0.0,1.0,0.0,0.0
68533325,2026-04-01 21:08:10,Closed,Street Condition,Pothole,MANHATTAN,nan,40.772420193583955,-73.97872406623014,2026-04-01 21:08:10,nan,16591.571428571428,6876.0,18,0,23.991064899016205,0,0,0.7,4,44.3,1,Medium,14,0.0,0.999,0.001,0.0
68518278,2026-03-31 21:27:05,Closed,Street Condition,Pothole,MANHATTAN,nan,40.75723230481567,-73.98979219054627,2026-03-31 21:27:05,nan,16591.571428571428,6876.0,53,1,24.97792832494213,0,0,0.7,3,44.3,1,Medium,14,0.0,0.963,0.037,0.0
68543975,2026-04-02 10:16:53,Closed,Street Condition,Pothole,MANHATTAN,nan,40.74754283979385,-73.97078132715654,2026-04-02 10:16:53,nan,16591.571428571428,6876.0,24,0,23.443344991608797,0,0,0.7,4,44.3,1,Medium,14,0.0,1.0,0.0,0.0
68523034,2026-03-31 15:19:09,Closed,Street Condition,Pothole,MANHATTAN,nan,40.784463837399464,-73.97736608261471,2026-03-31 15:19:09,nan,16591.571428571428,6876.0,13,0,25.23343758420139,0,0,0.7,3,44.3,1,Medium,14,0.0,0.999,0.001,0.0
68540748,2026-04-02 10:55:09,Open,Street Condition,Pothole,MANHATTAN,nan,40.71939633294734,-74.00188311582531,,nan,16591.571428571428,6876.0,43,1,23.416770917534723,0,0,0.7,4,44.2,1,Medium,14,0.0,0.998,0.002,0.0
68549304,2026-04-02 07:00:00,Closed,Street Condition,Pothole,STATEN ISLAND,nan,40.57455772050901,-74.1056434016304,2026-04-03 09:05:00,nan,23788.714285714286,2762.0,16,0,23.580069528645833,4,0,0.7,4,44.2,1,Medium,14,0.0,1.0,0.0,0.0
68586633,2026-04-07 13:18:24,Open,Street Condition,Pothole,MANHATTAN,nan,40.71855584723336,-73.98820001110087,,nan,16591.571428571428,6876.0,51,1,18.317291750868055,0,0,0.7,4,44.2,1,Medium,14,0.0,1.0,0.0,0.0
68617096,2026-04-04 08:58:33,Closed,Street Condition,Pothole,MANHATTAN,nan,40.80191964361971,-73.94343648432925,2026-04-04 08:58:33,nan,16591.571428571428,6876.0,24,0,21.497743139756945,0,0,0.7,4,44.2,1,Medium,14,0.0,1.0,0.0,0.0
68576542,2026-04-06 18:39:29,Open,Street Condition,Pothole,MANHATTAN,nan,40.805063962899816,-73.94116538504032,,nan,16591.571428571428,6876.0,23,1,19.09431721383102,0,0,0.7,4,44.2,1,Medium,14,0.0,1.0,0.0,0.0
68521956,2026-03-31 16:17:48,Closed,Street Condition,Pothole,MANHATTAN,nan,40.73273021110799,-73.99381550499122,2026-04-18 23:22:00,nan,16591.571428571428,6876.0,10,0,25.192708417534725,0,0,0.7,3,44.2,1,Medium,14,0.0,1.0,0.0,0.0
68526652,2026-04-01 17:52:37,Open,Street Condition,Pothole,MANHATTAN,nan,40.82470398361395,-73.94426983454724,,nan,16591.571428571428,6876.0,24,1,24.126863510127315,0,0,0.7,4,44.2,1,Medium,14,0.0,0.999,0.001,0.0
68536744,2026-04-01 13:10:31,Open,Street Condition,Pothole,MANHATTAN,AVENUE A,40.72265901427927,-73.98599138552702,,nan,16591.571428571428,12784.0,31,0,24.322766287905097,0,0,0.7,4,44.1,1,Medium,14,0.0,0.999,0.001,0.0
68578844,2026-04-06 12:03:24,Closed,Street Condition,Pothole,MANHATTAN,nan,40.784463837399464,-73.97736608261471,2026-04-06 12:03:24,nan,16591.571428571428,6876.0,13,0,19.369375084201387,0,0,0.7,4,44.1,1,Medium,14,0.0,1.0,0.0,0.0
68527611,2026-03-31 23:09:57,Closed,Street Condition,Pothole,MANHATTAN,nan,40.782022522199455,-73.97172308400239,2026-04-01 21:10:00,nan,16591.571428571428,6876.0,10,0,24.906493139756947,0,0,0.7,3,44.1,1,Medium,14,0.0,0.999,0.001,0.0
68586117,2026-04-07 12:32:24,Closed,Street Condition,Pothole,MANHATTAN,nan,40.72652715467351,-73.99584371348764,2026-04-07 12:32:24,nan,16591.571428571428,6876.0,27,1,18.3492361953125,0,0,0.7,4,44.1,1,Medium,14,0.0,1.0,0.0,0.0
68548486,2026-04-03 16:10:51,Open,Street Condition,Pothole,MANHATTAN,nan,40.75551612733907,-73.98362389022031,,nan,16591.571428571428,6876.0,30,1,22.19753480642361,0,0,0.7,4,44.1,1,Medium,14,0.0,0.92,0.08,0.0
68580859,2026-04-05 07:33:49,Open,Street Condition,Pothole,MANHATTAN,nan,40.75843576990982,-73.9789126235086,,nan,16591.571428571428,6876.0,23,1,20.556585732349536,0,0,0.7,4,44.1,1,Medium,14,0.0,0.999,0.001,0.0
68526176,2026-04-01 21:16:38,Closed,Street Condition,Pothole,MANHATTAN,nan,40.7207459377075,-73.98615773607546,2026-04-01 21:16:38,nan,16591.571428571428,6876.0,33,1,23.985185269386573,0,0,0.7,4,44.1,1,Medium,14,0.0,0.998,0.002,0.0
68534818,2026-04-01 10:35:34,Closed,Street Condition,Pothole,MANHATTAN,nan,40.77178075517688,-73.9791936146363,2026-04-01 10:35:34,nan,16591.571428571428,6876.0,22,0,24.43037045457176,0,0,0.7,4,44.1,1,Medium,14,0.0,0.999,0.001,0.0
68538950,2026-04-03 00:16:58,Closed,Street Condition,Pothole,MANHATTAN,nan,40.762179295833846,-73.96612906924031,2026-04-03 00:16:58,nan,16591.571428571428,6876.0,36,0,22.85995378790509,0,0,0.7,4,44.0,1,Medium,14,0.0,0.996,0.004,0.0
68597182,2026-04-08 17:36:28,Closed,Street Condition,Pothole,MANHATTAN,nan,40.78858546268302,-73.95528188275227,2026-04-08 17:36:28,nan,16591.571428571428,6876.0,16,1,17.13807878790509,0,0,0.7,4,44.0,1,Medium,14,0.0,1.0,0.0,0.0
68617603,2026-04-04 14:38:14,Open,Street Condition,Pothole,MANHATTAN,nan,40.763430625127384,-73.96521152160896,,nan,16591.571428571428,6876.0,31,0,21.26185193605324,0,0,0.7,4,44.0,1,Medium,14,0.0,1.0,0.0,0.0
68583742,2026-04-06 16:45:22,Open,Street Condition,Pothole,MANHATTAN,nan,40.74406555204563,-73.98774799711626,,nan,16591.571428571428,6876.0,24,1,19.173564899016203,0,0,0.7,4,44.0,1,Medium,14,0.0,1.0,0.0,0.0
68534813,2026-04-01 17:43:47,Closed,Street Condition,Pothole,MANHATTAN,nan,40.76671457146749,-73.98287746335355,2026-04-01 17:43:47,nan,16591.571428571428,6876.0,36,0,24.132997769386574,0,0,0.7,4,44.0,1,Medium,14,0.0,0.998,0.002,0.0
68586632,2026-04-07 14:48:33,Open,Street Condition,Pothole,MANHATTAN,nan,40.785872776944075,-73.95304482027292,,nan,16591.571428571428,6876.0,19,0,18.25468758420139,0,0,0.7,4,44.0,1,Medium,14,0.0,1.0,0.0,0.0
68537634,2026-04-01 01:26:46,Closed,Street Condition,Pothole,MANHATTAN,nan,40.758536999546784,-73.97720163085391,2026-04-02 16:50:00,nan,16591.571428571428,6876.0,22,1,24.81148156568287,0,0,0.7,4,44.0,1,Medium,14,0.0,0.9,0.1,0.0
68529480,2026-04-01 20:38:52,Closed,Street Condition,Pothole,MANHATTAN,nan,40.838560051668395,-73.94585559942595,2026-04-21 12:28:00,nan,16591.571428571428,6876.0,16,1,24.011412121238425,0,0,0.7,4,44.0,1,Medium,14,0.0,0.999,0.001,0.0
68603845,2026-04-08 20:10:55,Closed,Street Condition,Pothole,MANHATTAN,nan,40.72579709959914,-73.99761160457604,2026-04-08 20:10:55,nan,16591.571428571428,6876.0,29,1,17.030821843460647,0,0,0.7,4,44.0,1,Medium,14,0.0,1.0,0.0,0.0
68553715,2026-04-03 11:56:55,Open,Street Condition,Pothole,MANHATTAN,nan,40.80191964361971,-73.94343648432925,,nan,16591.571428571428,6876.0,24,0,22.373877399016205,0,0,0.7,4,43.9,1,Medium,14,0.0,1.0,0.0,0.0
68541992,2026-04-02 18:29:49,Open,Street Condition,Pothole,MANHATTAN,nan,40.78858546268302,-73.95528188275227,,nan,16591.571428571428,6876.0,16,1,23.10103017679398,0,0,0.7,4,43.9,1,Medium,14,0.0,0.999,0.001,0.0
68586628,2026-04-08 00:16:06,Open,Street Condition,Pothole,MANHATTAN,nan,40.772420193583955,-73.97872406623014,,nan,16591.571428571428,6876.0,18,0,17.860555639756946,0,0,0.7,4,43.9,1,Medium,14,0.0,1.0,0.0,0.0
