unique_key,created_date,closed_date,status,descriptor,borough,street_name,latitude,longitude,age_days,traffic_volume,aadt,nearby_crashes,pavement_crash_nearby,risk_score,urgency_tier,urgency_label,fix_days_estimate,prob_low,prob_medium,prob_high,prob_critical,scored_at,borough_encoded,month,day_of_week,has_nearby_accident,closed_date_dt,days_to_close
68765217,2026-04-23 19:00:03,2026-04-23 19:00:03,Closed,Pothole,STATEN ISLAND,nan,40.60018338355403,-74.06463904082321,1.9243344307407406,23788.714285714286,2762.0,7,1,35.5,1,Medium,14,0.0,1.0,0.0,0.0,2026-04-25 17:11:05,4,4,3,1,2026-04-23 19:00:03,0.0
68770025,2026-04-23 18:58:33,,Open,Pothole,MANHATTAN,nan,40.86868693392675,-73.9234324174487,1.9253760974074072,16591.571428571428,6876.0,11,1,49.9,1,Medium,7,0.501,0.249,0.15,0.1,2026-04-25 17:11:05,0,4,3,1,,
68770997,2026-04-23 18:57:46,2026-04-23 18:57:46,Closed,Pothole,MANHATTAN,nan,40.86795092389553,-73.92700182445367,1.9259200788888888,16591.571428571428,6876.0,7,1,36.599998474121094,1,Medium,14,0.003,0.996,0.001,0.0,2026-04-25 17:11:05,0,4,3,1,2026-04-23 18:57:46,0.0
68771509,2026-04-23 18:45:06,,Open,Pothole,QUEENS,nan,40.69028567372446,-73.79138252626976,1.934716375185185,4959.1547619047615,4660.0,1,1,9.3,0,Low,14,0.907,0.046,0.028,0.019,2026-04-25 17:11:05,2,4,3,1,,
68771510,2026-04-23 18:44:23,,Open,Pothole,QUEENS,nan,40.7116289753834,-73.7293783023471,1.9352140603703702,4959.1547619047615,4660.0,57,0,46.6,1,Medium,14,0.534,0.233,0.14,0.093,2026-04-25 17:11:05,2,4,3,1,,
68762867,2026-04-23 18:36:31,,Open,Pothole,BROOKLYN,nan,40.68863956453538,-73.98025803917375,1.9406770233333333,5664.555555555556,6673.0,48,1,47.4,1,Medium,14,0.526,0.237,0.142,0.095,2026-04-25 17:11:05,1,4,3,1,,
68765742,2026-04-23 18:25:52,,Open,Pothole,BROOKLYN,nan,40.59275234651692,-73.95015246435702,1.9480728566666665,5664.555555555556,6673.0,13,0,42.1,1,Medium,14,0.579,0.211,0.126,0.084,2026-04-25 17:11:05,1,4,3,1,,
68767184,2026-04-23 18:04:00,,Open,Pothole,QUEENS,nan,40.7013909132085,-73.83152097537342,1.9632580418518517,4959.1547619047615,4660.0,12,0,38.6,1,Medium,14,0.614,0.193,0.116,0.077,2026-04-25 17:11:05,2,4,3,1,,
68764272,2026-04-23 18:00:14,,Open,Pothole,MANHATTAN,nan,40.79236257545369,-73.9641743612929,1.9658737825925925,16591.571428571428,6876.0,13,0,55.2,2,High,7,0.448,0.276,0.166,0.11,2026-04-25 17:11:05,0,4,3,1,,
68768623,2026-04-23 17:57:41,,Open,Pothole,QUEENS,nan,40.69478294197407,-73.85256888997034,1.9676446159259258,4959.1547619047615,4660.0,29,0,46.6,1,Medium,14,0.534,0.233,0.14,0.093,2026-04-25 17:11:05,2,4,3,1,,
68762879,2026-04-23 17:49:44,,Open,Pothole,QUEENS,GRAND CENTRAL PARKWAY,40.722230159712126,-73.77717655780093,1.9731654492592592,4959.1547619047615,4660.0,23,0,46.6,1,Medium,14,0.534,0.233,0.14,0.093,2026-04-25 17:11:05,2,4,3,1,,
68763813,2026-04-23 17:31:17,2026-04-23 17:31:17,Closed,Pothole,BRONX,nan,40.834401962521405,-73.87274942134464,1.985977949259259,6677.6,6655.5,19,1,30.299999237060547,1,Medium,14,0.001,0.999,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 17:31:17,0.0
68764269,2026-04-23 17:27:53,,Open,Pothole,QUEENS,nan,40.75903640272996,-73.88789511644337,1.9883390603703703,4959.1547619047615,4660.0,13,0,41.3,1,Medium,14,0.587,0.206,0.124,0.083,2026-04-25 17:11:05,2,4,3,1,,
68767186,2026-04-23 17:24:22,,Open,Pothole,QUEENS,nan,40.728021635398605,-73.7105538077066,1.9907811899999999,4959.1547619047615,4660.0,6,1,22.6,0,Low,14,0.774,0.113,0.068,0.045,2026-04-25 17:11:05,2,4,3,1,,
68764273,2026-04-23 17:22:54,,Open,Pothole,MANHATTAN,nan,40.80884241326302,-73.96581272236774,1.9917997085185184,16591.571428571428,6876.0,3,1,28.6,1,Medium,7,0.714,0.143,0.086,0.057,2026-04-25 17:11:05,0,4,3,1,,
68764280,2026-04-23 17:00:46,,Pending,Pothole,QUEENS,nan,40.7011425259486,-73.73826768972376,2.0071700788888887,4959.1547619047615,4660.0,7,1,25.899999618530273,1,Medium,14,0.117,0.883,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68765218,2026-04-23 17:00:33,2026-04-23 17:00:33,Closed,Pothole,STATEN ISLAND,nan,40.58275847020916,-74.13040002725637,2.007320541851852,23788.714285714286,2762.0,4,0,31.399999618530273,1,Medium,14,0.0,1.0,0.0,0.0,2026-04-25 17:11:05,4,4,3,1,2026-04-23 17:00:33,0.0
68770992,2026-04-23 16:43:23,2026-04-23 20:22:00,Closed,Pothole,QUEENS,nan,40.76209494737895,-73.78728787699804,2.019241838148148,4959.1547619047615,4660.0,8,1,29.200000762939453,1,Medium,14,0.064,0.936,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 20:22:00,0.0
68761434,2026-04-23 16:41:16,,Pending,Pothole,QUEENS,nan,40.761877551332226,-73.78997427212825,2.0207117455555554,4959.1547619047615,4660.0,5,1,25.799999237060547,1,Medium,14,0.337,0.663,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68761426,2026-04-23 16:37:16,,Open,Pothole,STATEN ISLAND,nan,40.53336160269037,-74.18859699207627,2.023489523333333,23788.714285714286,2762.0,1,0,31.9,1,Medium,14,0.681,0.159,0.096,0.064,2026-04-25 17:11:05,4,4,3,1,,
68768626,2026-04-23 16:35:46,,Pending,Pothole,QUEENS,nan,40.76716486557058,-73.7608782354292,2.02453119,4959.1547619047615,4660.0,4,1,23.700000762939453,0,Low,30,0.935,0.064,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68765219,2026-04-23 16:34:26,2026-04-23 16:34:26,Closed,Pothole,STATEN ISLAND,nan,40.53440150529732,-74.18546288535472,2.025457115925926,23788.714285714286,2762.0,0,0,27.5,1,Medium,14,0.015,0.985,0.0,0.0,2026-04-25 17:11:05,4,4,3,0,2026-04-23 16:34:26,0.0
68766698,2026-04-23 16:33:00,2026-04-23 16:33:00,Closed,Pothole,MANHATTAN,nan,40.7779047511921,-73.98208745958574,2.026452486296296,16591.571428571428,6876.0,20,0,40.29999923706055,1,Medium,14,0.0,1.0,0.0,0.0,2026-04-25 17:11:05,0,4,3,1,2026-04-23 16:33:00,0.0
68762386,2026-04-23 16:32:14,2026-04-23 18:22:00,Closed,Pothole,QUEENS,nan,40.76685843569017,-73.76268076844173,2.0269848937037036,4959.1547619047615,4660.0,1,0,19.799999237060547,0,Low,30,0.999,0.001,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 18:22:00,0.0
68764271,2026-04-23 16:26:33,,Open,Pothole,QUEENS,nan,40.740426999845056,-73.89670264803654,2.030931652962963,4959.1547619047615,4660.0,27,0,46.6,1,Medium,14,0.534,0.233,0.14,0.093,2026-04-25 17:11:05,2,4,3,1,,
68767188,2026-04-23 16:16:06,,Open,Pothole,QUEENS,nan,40.729965515167414,-73.91173206869868,2.0381885974074074,4959.1547619047615,4660.0,34,1,46.6,1,Medium,14,0.534,0.233,0.14,0.093,2026-04-25 17:11:05,2,4,3,1,,
68769529,2026-04-23 16:14:13,2026-04-23 16:14:13,Closed,Pothole,BRONX,nan,40.830334844214,-73.91894520045653,2.0394964677777776,6677.6,6655.5,12,1,29.299999237060547,1,Medium,14,0.002,0.998,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 16:14:13,0.0
68763815,2026-04-23 15:51:29,2026-04-23 19:37:00,Closed,Pothole,QUEENS,nan,40.71818218795277,-73.78032496285253,2.0552835048148146,4959.1547619047615,4660.0,1,0,18.899999618530273,0,Low,30,0.988,0.012,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 19:37:00,0.0
68769538,2026-04-23 15:45:40,2026-04-23 15:45:40,Closed,Pothole,MANHATTAN,nan,40.76552015180097,-73.98003670045067,2.0593228566666664,16591.571428571428,6876.0,27,0,40.20000076293945,1,Medium,14,0.0,1.0,0.0,0.0,2026-04-25 17:11:05,0,4,3,1,2026-04-23 15:45:40,0.0
68762881,2026-04-23 15:20:22,,Open,Pothole,MANHATTAN,nan,40.76461681260692,-73.95832311500644,2.076892301111111,16591.571428571428,6876.0,21,1,60.6,2,High,7,0.394,0.303,0.182,0.121,2026-04-25 17:11:05,0,4,3,1,,
68764282,2026-04-23 15:14:42,,Pending,Pothole,QUEENS,nan,40.57585828612265,-73.86275231447574,2.0808274862962963,4959.1547619047615,4660.0,0,0,16.0,0,Low,30,1.0,0.0,0.0,0.0,2026-04-25 17:11:05,2,4,3,0,,
68765225,2026-04-23 15:11:04,2026-04-23 21:44:00,Closed,Pothole,QUEENS,MAIN STREET,40.708826028869424,-73.81683998514882,2.0833506344444443,4959.1547619047615,26446.0,5,1,25.700000762939453,1,Medium,14,0.048,0.951,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 21:44:00,0.0
68769526,2026-04-23 14:59:37,2026-04-23 14:59:37,Closed,Pothole,BROOKLYN,nan,40.639297275955855,-73.98408839571341,2.0913020233333333,5664.555555555556,6673.0,4,0,25.399999618530273,1,Medium,14,0.297,0.703,0.0,0.0,2026-04-25 17:11:05,1,4,3,1,2026-04-23 14:59:37,0.0
68764276,2026-04-23 14:38:13,,Open,Pothole,MANHATTAN,nan,40.71523725933016,-74.01337938849542,2.1061631344444445,16591.571428571428,6876.0,16,0,60.6,2,High,7,0.394,0.303,0.182,0.121,2026-04-25 17:11:05,0,4,3,1,,
68760933,2026-04-23 14:29:56,2026-04-23 14:29:56,Closed,Pothole,QUEENS,nan,40.66675344861589,-73.80155639575837,2.1119154492592593,4959.1547619047615,4660.0,19,0,29.399999618530273,1,Medium,14,0.01,0.99,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 14:29:56,0.0
68763821,2026-04-23 14:28:52,2026-04-23 20:33:00,Closed,Pothole,QUEENS,nan,40.66675344861589,-73.80155639575837,2.11265619,4959.1547619047615,4660.0,19,0,29.399999618530273,1,Medium,14,0.01,0.99,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 20:33:00,0.0
68762383,2026-04-23 14:24:13,2026-04-23 14:24:13,Closed,Pothole,STATEN ISLAND,nan,40.60792099431477,-74.0892050192879,2.1158853566666664,23788.714285714286,2762.0,17,1,39.70000076293945,1,Medium,14,0.001,0.999,0.0,0.0,2026-04-25 17:11:05,4,4,3,1,2026-04-23 14:24:13,0.0
68761430,2026-04-23 14:17:13,,Open,Pothole,MANHATTAN,nan,40.76030127182523,-73.99498249332404,2.120746467777778,16591.571428571428,6876.0,35,1,60.6,2,High,7,0.394,0.303,0.182,0.121,2026-04-25 17:11:05,0,4,3,1,,
68765223,2026-04-23 14:15:22,2026-04-23 14:15:22,Closed,Pothole,MANHATTAN,nan,40.75790746711998,-73.98929757361397,2.12203119,16591.571428571428,6876.0,58,1,39.400001525878906,1,Medium,14,0.0,0.999,0.0,0.0,2026-04-25 17:11:05,0,4,3,1,2026-04-23 14:15:22,0.0
68762883,2026-04-23 14:13:21,,Open,Pothole,MANHATTAN,nan,40.76366629921709,-73.95608196198826,2.123431652962963,16591.571428571428,6876.0,19,1,60.6,2,High,7,0.394,0.303,0.182,0.121,2026-04-25 17:11:05,0,4,3,1,,
68768618,2026-04-23 14:07:58,,Open,Pothole,STATEN ISLAND,nan,40.61015081224076,-74.1469668811833,2.1271700788888888,23788.714285714286,2762.0,3,1,37.3,1,Medium,14,0.627,0.186,0.112,0.075,2026-04-25 17:11:05,4,4,3,1,,
68763822,2026-04-23 13:57:39,2026-04-23 20:33:00,Closed,Pothole,QUEENS,nan,40.79700774376065,-73.81407277424866,2.134334430740741,4959.1547619047615,4660.0,0,1,16.299999237060547,0,Low,30,1.0,0.0,0.0,0.0,2026-04-25 17:11:05,2,4,3,0,2026-04-23 20:33:00,0.0
68768605,2026-04-23 13:45:50,,Open,Pothole,BROOKLYN,nan,40.63145625797648,-73.99224688651346,2.142540449259259,5664.555555555556,6673.0,4,0,18.2,0,Low,14,0.818,0.091,0.055,0.036,2026-04-25 17:11:05,1,4,3,1,,
68765213,2026-04-23 13:36:55,2026-04-23 13:36:55,Closed,Pothole,BRONX,nan,40.84954856236909,-73.85304636935012,2.1487325788888887,6677.6,6655.5,4,0,21.899999618530273,0,Low,30,0.974,0.026,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 13:36:55,0.0
68768615,2026-04-23 13:27:07,,Open,Pothole,BRONX,nan,40.81916263363138,-73.87981290417615,2.1555381344444444,6677.6,6655.5,0,0,8.7,0,Low,14,0.913,0.044,0.026,0.017,2026-04-25 17:11:05,3,4,3,0,,
68767177,2026-04-23 12:51:20,,Open,Pothole,BROOKLYN,nan,40.639297275955855,-73.98408839571341,2.180387671481481,5664.555555555556,6673.0,4,0,18.2,0,Low,14,0.818,0.091,0.055,0.036,2026-04-25 17:11:05,1,4,3,1,,
68767192,2026-04-23 12:49:52,,Pending,Pothole,QUEENS,nan,40.74613471785544,-73.9417082442191,2.1814061899999997,4959.1547619047615,4660.0,10,1,29.700000762939453,1,Medium,14,0.016,0.984,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68766700,2026-04-23 12:49:21,2026-04-23 23:33:00,Closed,Pothole,QUEENS,nan,40.742943772445635,-73.91684294834832,2.181764986296296,4959.1547619047615,4660.0,22,0,29.700000762939453,1,Medium,14,0.003,0.997,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 23:33:00,0.0
68765756,2026-04-23 12:45:39,,Pending,Pothole,QUEENS,nan,40.66815676189572,-73.79725176618784,2.1843344307407406,4959.1547619047615,4660.0,14,0,26.399999618530273,0,Low,30,0.719,0.281,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68770031,2026-04-23 12:37:30,,Pending,Pothole,QUEENS,nan,40.76535886057919,-73.74428230406164,2.1899941529629627,4959.1547619047615,4660.0,13,0,29.200000762939453,1,Medium,14,0.062,0.938,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68770026,2026-04-23 12:31:32,,Open,Pothole,MANHATTAN,nan,40.757858717848386,-73.97559198819106,2.1941376714814815,16591.571428571428,6876.0,24,1,60.6,2,High,7,0.394,0.303,0.182,0.121,2026-04-25 17:11:05,0,4,3,1,,
68764285,2026-04-23 12:17:35,,Pending,Pothole,QUEENS,nan,40.750134123326255,-73.78624331562683,2.203825171481481,4959.1547619047615,4660.0,0,0,16.799999237060547,0,Low,30,0.998,0.002,0.0,0.0,2026-04-25 17:11:05,2,4,3,0,,
68768606,2026-04-23 11:53:56,,Open,Pothole,BROOKLYN,nan,40.67025648951579,-73.99202608565997,2.2202487825925923,5664.555555555556,6673.0,9,1,31.5,1,Medium,14,0.685,0.158,0.095,0.063,2026-04-25 17:11:05,1,4,3,1,,
68767179,2026-04-23 11:52:35,,Open,Pothole,BROOKLYN,nan,40.64041698115748,-73.98292068162121,2.2211862825925923,5664.555555555556,6673.0,4,0,18.2,0,Low,14,0.818,0.091,0.055,0.036,2026-04-25 17:11:05,1,4,3,1,,
68765228,2026-04-23 11:45:14,2026-04-23 20:22:00,Closed,Pothole,QUEENS,nan,40.66240019240347,-73.74699104925907,2.2262904492592592,4959.1547619047615,4660.0,0,1,15.600000381469727,0,Low,30,1.0,0.0,0.0,0.0,2026-04-25 17:11:05,2,4,3,0,2026-04-23 20:22:00,0.0
68768616,2026-04-23 11:38:36,,Open,Pothole,BRONX,nan,40.88270955300674,-73.88124583052429,2.2308969307407405,6677.6,6655.5,22,0,48.8,1,Medium,14,0.512,0.244,0.146,0.098,2026-04-25 17:11:05,3,4,3,1,,
68763824,2026-04-23 11:36:47,2026-04-23 11:36:47,Closed,Pothole,QUEENS,nan,40.56712347473738,-73.8844451371295,2.232158504814815,4959.1547619047615,4660.0,0,0,17.399999618530273,0,Low,30,1.0,0.0,0.0,0.0,2026-04-25 17:11:05,2,4,3,0,2026-04-23 11:36:47,0.0
68760935,2026-04-23 11:33:49,2026-04-23 11:33:49,Closed,Pothole,QUEENS,nan,40.56712347473738,-73.8844451371295,2.23421869,4959.1547619047615,4660.0,0,0,17.399999618530273,0,Low,30,1.0,0.0,0.0,0.0,2026-04-25 17:11:05,2,4,3,0,2026-04-23 11:33:49,0.0
68771516,2026-04-23 11:32:50,,Pending,Pothole,QUEENS,nan,40.56712347473738,-73.8844451371295,2.2349015603703704,4959.1547619047615,4660.0,0,0,17.399999618530273,0,Low,30,1.0,0.0,0.0,0.0,2026-04-25 17:11:05,2,4,3,0,,
68771505,2026-04-23 11:26:25,,Open,Pothole,STATEN ISLAND,nan,40.60514058539647,-74.09258655425113,2.239357578888889,23788.714285714286,2762.0,3,1,37.3,1,Medium,14,0.627,0.186,0.112,0.075,2026-04-25 17:11:05,4,4,3,1,,
68769541,2026-04-23 11:25:29,2026-04-23 20:22:00,Closed,Pothole,QUEENS,nan,40.75765212948006,-73.74083946605715,2.240005727037037,4959.1547619047615,4660.0,22,1,26.200000762939453,1,Medium,14,0.008,0.992,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 20:22:00,0.0
68769542,2026-04-23 11:25:17,2026-04-23 18:32:00,Closed,Pothole,QUEENS,nan,40.78459054813257,-73.85410694271488,2.2401446159259257,4959.1547619047615,4660.0,5,0,23.799999237060547,0,Low,30,0.928,0.072,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 18:32:00,0.0
68768628,2026-04-23 11:22:40,,Pending,Pothole,QUEENS,nan,40.74584421351302,-73.70653178846892,2.2419617455555554,4959.1547619047615,4660.0,2,0,19.200000762939453,0,Low,30,0.999,0.001,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68768629,2026-04-23 11:22:11,,Pending,Pothole,QUEENS,nan,40.7221435445032,-73.90226873345684,2.2422973937037036,4959.1547619047615,4660.0,10,0,29.399999618530273,1,Medium,14,0.021,0.979,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68770998,2026-04-23 11:19:24,2026-04-23 21:23:00,Closed,Pothole,QUEENS,nan,40.746039531950686,-73.70562868693172,2.244230264074074,4959.1547619047615,4660.0,1,0,17.799999237060547,0,Low,30,1.0,0.0,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 21:23:00,0.0
68767194,2026-04-23 11:15:49,,Pending,Pothole,QUEENS,nan,40.71879587392304,-73.90670722449462,2.24671869,4959.1547619047615,4660.0,10,0,29.100000381469727,1,Medium,14,0.021,0.979,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,,
68771504,2026-04-23 11:07:30,,Open,Pothole,BRONX,nan,40.903577942236154,-73.91260121815054,2.2524941529629627,6677.6,6655.5,1,1,11.4,0,Low,14,0.886,0.057,0.034,0.023,2026-04-25 17:11:05,3,4,3,1,,
68771003,2026-04-23 10:45:40,2026-04-23 10:45:40,Closed,Pothole,MANHATTAN,nan,40.75099082290243,-73.99062326583427,2.26765619,16591.571428571428,6876.0,31,1,37.70000076293945,1,Medium,14,0.0,0.999,0.0,0.0,2026-04-25 17:11:05,0,4,3,1,2026-04-23 10:45:40,0.0
68761421,2026-04-23 10:30:07,,Open,Pothole,BROOKLYN,nan,40.68836336910226,-73.87372044202567,2.278454801111111,5664.555555555556,6673.0,20,0,47.6,1,Medium,14,0.524,0.238,0.143,0.095,2026-04-25 17:11:05,1,4,3,1,,
68765214,2026-04-23 10:27:45,2026-04-23 10:27:45,Closed,Pothole,BRONX,nan,40.8901582076212,-73.90443411050143,2.2800983196296296,6677.6,6655.5,4,1,22.100000381469727,0,Low,30,0.987,0.013,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 10:27:45,0.0
68762377,2026-04-23 10:27:29,2026-04-23 10:27:29,Closed,Pothole,BRONX,nan,40.8901582076212,-73.90443411050143,2.2802835048148147,6677.6,6655.5,4,1,22.100000381469727,0,Low,30,0.987,0.013,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 10:27:29,0.0
68768609,2026-04-23 10:18:43,,Open,Pothole,BROOKLYN,nan,40.685025557355495,-73.98611827771147,2.2863714677777778,5664.555555555556,6673.0,4,1,18.2,0,Low,14,0.818,0.091,0.055,0.036,2026-04-25 17:11:05,1,4,3,1,,
68767190,2026-04-23 10:17:42,,Open,Pothole,MANHATTAN,nan,40.75099082290243,-73.99062326583427,2.287077486296296,16591.571428571428,6876.0,31,1,60.7,2,High,7,0.393,0.303,0.182,0.121,2026-04-25 17:11:05,0,4,3,1,,
68764261,2026-04-23 10:16:22,,Open,Pothole,BROOKLYN,nan,40.63674397650717,-73.94034817483123,2.288003412222222,5664.555555555556,6673.0,10,1,34.2,1,Medium,14,0.658,0.171,0.103,0.068,2026-04-25 17:11:05,1,4,3,1,,
68770012,2026-04-23 10:13:17,,Open,Pothole,BROOKLYN,nan,40.586524571977066,-73.92952365157892,2.290144615925926,5664.555555555556,6673.0,20,1,47.6,1,Medium,14,0.524,0.238,0.143,0.095,2026-04-25 17:11:05,1,4,3,1,,
68763804,2026-04-23 10:05:05,2026-04-23 20:33:00,Closed,Pothole,QUEENS,nan,40.72604688081713,-73.82400117727384,2.2958390603703704,4959.1547619047615,4660.0,4,0,21.299999237060547,0,Low,30,0.959,0.041,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 20:33:00,0.0
68770988,2026-04-23 09:51:58,2026-04-23 20:22:00,Closed,Pothole,QUEENS,nan,40.73873267123712,-73.7572959334795,2.3049478566666664,4959.1547619047615,4660.0,2,0,18.299999237060547,0,Low,30,0.999,0.001,0.0,0.0,2026-04-25 17:11:05,2,4,3,1,2026-04-23 20:22:00,0.0
68768611,2026-04-23 09:51:31,,Open,Pothole,BROOKLYN,nan,40.6394354865525,-74.00545881573969,2.3052603566666665,5664.555555555556,6673.0,11,1,36.9,1,Medium,14,0.631,0.184,0.111,0.074,2026-04-25 17:11:05,1,4,3,1,,
68760925,2026-04-23 09:47:14,2026-04-23 09:47:14,Closed,Pothole,BRONX,nan,40.856895816531086,-73.85715842488324,2.3082348937037036,6677.6,6655.5,23,1,31.399999618530273,1,Medium,14,0.002,0.998,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 09:47:14,0.0
68768612,2026-04-23 09:37:29,,Open,Pothole,BROOKLYN,nan,40.69463828403883,-73.94905935288806,2.315005727037037,5664.555555555556,6673.0,15,1,47.6,1,Medium,14,0.524,0.238,0.143,0.095,2026-04-25 17:11:05,1,4,3,1,,
68761422,2026-04-23 09:37:22,,Open,Pothole,BROOKLYN,nan,40.65290115850118,-73.8667202982866,2.3150867455555555,5664.555555555556,6673.0,45,1,47.6,1,Medium,14,0.524,0.238,0.143,0.095,2026-04-25 17:11:05,1,4,3,1,,
68761432,2026-04-23 09:26:46,,Open,Pothole,MANHATTAN,nan,40.71032726235273,-74.00954415049303,2.3224478566666664,16591.571428571428,6876.0,17,0,60.7,2,High,7,0.393,0.303,0.182,0.121,2026-04-25 17:11:05,0,4,3,1,,
68765215,2026-04-23 09:21:20,2026-04-23 09:21:20,Closed,Pothole,BRONX,nan,40.877033540866954,-73.84636823281076,2.3262210048148146,6677.6,6655.5,9,1,25.200000762939453,1,Medium,14,0.033,0.967,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 09:21:20,0.0
68762378,2026-04-23 09:17:15,2026-04-23 09:17:15,Closed,Pothole,BRONX,nan,40.81005177613929,-73.92781671022885,2.329056652962963,6677.6,6655.5,39,1,27.600000381469727,1,Medium,14,0.0,1.0,0.0,0.0,2026-04-25 17:11:05,3,4,3,1,2026-04-23 09:17:15,0.0
